date,urals,jpy,ttf gas,eur,cny,krw,uah,rub
4/9/2018,87.00792517,0.012187,31.2923165,1.60063,0.2059,0.001214,0.049889567,0.0214
4/13/2018,90.97114889,0.012165,31.8363925,1.58785,0.2051,0.001201,0.049330242,0.0208
4/16/2018,89.39724971,0.011996,31.02567,1.59106,0.205,0.0012,0.049222465,0.021
4/17/2018,89.60855009,0.011998,30.22584675,1.59293,0.2049,0.001206,0.049317538,0.0209
4/18/2018,92.17625899,0.012031,30.20354,1.58966,0.2047,0.001206,0.049203494,0.0211
4/19/2018,92.5614489,0.01198,31.782091,1.59709,0.205,0.001212,0.049288486,0.0212
4/20/2018,93.28727842,0.01205,32.270628,1.60152,0.2069,0.001217,0.049791449,0.0212
4/23/2018,95.7790927,0.012109,31.989189,1.60548,0.2079,0.001216,0.050361604,0.0213
4/24/2018,94.23987375,0.012097,31.65333675,1.60881,0.2086,0.001221,0.050236718,0.0214
4/25/2018,94.80502313,0.012086,32.27196775,1.60757,0.2089,0.001222,0.050363516,0.0212
4/26/2018,95.55202542,0.012081,32.6049735,1.60221,0.2089,0.001228,0.050569235,0.0211
4/27/2018,94.71046036,0.012111,32.5642735,1.60021,0.2087,0.001235,0.050257222,0.0211
5/2/2018,95.11544108,0.012152,32.97393725,1.59487,0.2094,0.001236,0.050980916,0.0208
5/3/2018,95.4062666,0.012152,32.153148,1.59174,0.2096,0.001234,0.050584174,0.0211
5/4/2018,96.97572622,0.012159,32.40814325,1.58669,0.209,0.001235,0.050404563,0.0212
5/7/2018,97.93800718,0.012158,32.194785,1.58595,0.2088,0.001231,0.050685114,0.0211
5/9/2018,101.5275358,0.012195,33.31060725,1.58811,0.2107,0.001242,0.051051856,0.0213
5/14/2018,102.0728142,0.012211,34.4661375,1.58465,0.2091,0.001241,0.050757374,0.0215
5/15/2018,102.4357602,0.012116,33.9834495,1.58431,0.2098,0.001238,0.051124197,0.0215
5/16/2018,103.4060671,0.012129,34.092002,1.57106,0.2092,0.001235,0.050691857,0.0216
5/17/2018,103.8210624,0.012054,35.0946405,1.57023,0.209,0.00123,0.050858741,0.0214
5/18/2018,102.9290374,0.012019,35.263125,1.56725,0.2087,0.001232,0.050991879,0.0214
5/21/2018,103.0730678,0.012021,34.526772,1.55526,0.2072,0.001224,0.050514376,0.0214
5/22/2018,103.062302,0.011877,35.606065,1.55485,0.207,0.001226,0.050686378,0.0216
5/23/2018,103.7566138,0.011902,35.118489,1.54707,0.2075,0.001228,0.050793651,0.0216
5/24/2018,102.3627244,0.012018,35.15489325,1.54697,0.2072,0.00122,0.050554382,0.0214
5/25/2018,99.48330684,0.01208,33.92214825,1.54367,0.2071,0.001228,0.050609433,0.0214
5/29/2018,98.86742172,0.012112,34.979035,1.53754,0.2073,0.001229,0.051032645,0.0212
5/30/2018,100.660066,0.01225,35.41977,1.53999,0.2061,0.001225,0.050561056,0.0212
5/31/2018,99.76215645,0.012119,34.3371805,1.54498,0.2063,0.001223,0.050607822,0.0212
6/4/2018,96.875,0.012143,33.881083,1.52962,0.2042,0.001221,0.050078452,0.0211
6/6/2018,96.92187296,0.011907,33.0911025,1.53555,0.2041,0.001222,0.049823921,0.0211
6/7/2018,99.61962225,0.011837,33.93617275,1.54783,0.2048,0.001223,0.050104932,0.021
6/8/2018,98.65807131,0.011957,33.3254355,1.54822,0.2054,0.001225,0.050388107,0.0211
6/13/2018,99.08946952,0.012014,35.165148,1.55598,0.2057,0.001215,0.05054104,0.0211
6/14/2018,99.83952929,0.011958,35.2315585,1.54694,0.2074,0.001228,0.051083177,0.0214
6/15/2018,96.35850578,0.012086,33.81408375,1.56005,0.2084,0.001218,0.05092717,0.0213
6/19/2018,99.8374204,0.012184,34.190234,1.57016,0.2091,0.001218,0.051212573,0.0212
6/20/2018,98.83279045,0.012308,34.35753125,1.57063,0.2095,0.001222,0.051302932,0.0213
6/21/2018,97.04567015,0.012299,34.402375,1.57268,0.2089,0.00122,0.051497493,0.0213
6/22/2018,99.55645161,0.012322,33.82776,1.5661,0.207,0.001209,0.051209677,0.0213
6/25/2018,98.65120043,0.012222,34.096896,1.57856,0.2064,0.001209,0.051524144,0.0214
6/26/2018,101.2577766,0.012287,33.90940875,1.57535,0.2055,0.001209,0.051528266,0.0214
6/27/2018,102.7792916,0.012293,34.43015625,1.57395,0.2053,0.001213,0.051771117,0.0216
6/28/2018,103.0331882,0.012355,34.303826,1.57357,0.2052,0.001213,0.051686616,0.0217
6/29/2018,104.7940581,0.012311,34.41457,1.57865,0.2042,0.001211,0.051316678,0.0215
7/2/2018,103.5558583,0.012193,35.1256915,1.58581,0.2049,0.001218,0.051907357,0.0215
7/3/2018,103.4118603,0.012287,34.805484,1.57848,0.2039,0.001214,0.051448687,0.0215
7/5/2018,102.6803845,0.012243,35.1315,1.5825,0.2039,0.001209,0.051441722,0.0214
7/6/2018,101.4939435,0.012233,35.21655225,1.58099,0.2026,0.001207,0.051144011,0.0214
7/9/2018,102.169546,0.012187,35.724125,1.57375,0.2024,0.001203,0.05115843,0.0215
7/13/2018,98.2893319,0.012084,35.45412475,1.57399,0.2016,0.001192,0.051320043,0.0215
7/16/2018,94.24450735,0.011995,34.410864,1.57848,0.2015,0.001194,0.05135463,0.0216
7/17/2018,94.09933685,0.012001,34.6425875,1.57825,0.2016,0.001201,0.051698471,0.0216
7/18/2018,95.99891863,0.01199,35.0037,1.5732,0.2015,0.001195,0.051500406,0.0215
7/19/2018,95.89729656,0.01198,35.1970525,1.58189,0.2014,0.001197,0.05148757,0.0214
7/20/2018,95.83277141,0.012087,34.79014,1.58137,0.1993,0.001195,0.050977748,0.0212
7/23/2018,96.31486248,0.0121,35.164356,1.58398,0.1994,0.001194,0.051212573,0.0215
7/24/2018,96.86110737,0.012168,35.0684235,1.57434,0.1984,0.001196,0.050788091,0.0213
7/25/2018,97.46478873,0.012123,35.084144,1.57328,0.1994,0.0012,0.050435949,0.0214
7/26/2018,98.59021282,0.012089,35.1165075,1.57827,0.1992,0.001206,0.050833672,0.0215
7/27/2018,97.95945946,0.012188,34.892895,1.5753,0.1982,0.001211,0.050675676,0.0216
7/30/2018,98.86593763,0.01217,35.084436,1.58038,0.198,0.001208,0.05035777,0.0217
7/31/2018,96.64601293,0.012156,34.60557075,1.57477,0.1973,0.001209,0.050107759,0.0215
8/1/2018,95.46191248,0.012035,34.92008125,1.57475,0.198,0.001206,0.05010805,0.0215
8/2/2018,97.01086957,0.012089,35.062632,1.57408,0.1981,0.001204,0.050271739,0.0214
8/3/2018,96.62344679,0.01217,35.19238425,1.56237,0.1977,0.001203,0.049972988,0.0211
8/6/2018,97.08948152,0.012142,35.1540465,1.56414,0.1974,0.001202,0.050087992,0.0212
8/8/2018,94.5498587,0.012152,35.309336,1.56236,0.1972,0.001205,0.049791414,0.0205
8/13/2018,97.4002751,0.012125,36.8068855,1.56959,0.1994,0.001209,0.050481431,0.0204
8/14/2018,97.12826177,0.012419,36.96232,1.5662,0.2005,0.001224,0.050393483,0.0208
8/15/2018,95.23414836,0.012426,36.8292,1.5672,0.1996,0.001218,0.050283188,0.0205
8/16/2018,95.71684341,0.012474,37.05482,1.5668,0.1995,0.001222,0.049579948,0.0206
8/17/2018,96.32161903,0.012419,37.7319825,1.56402,0.1996,0.001221,0.04909066,0.0207
8/20/2018,96.3760218,0.012375,37.90170825,1.56457,0.1995,0.001219,0.049182561,0.0203
8/21/2018,96.81053203,0.01238,37.9258845,1.57043,0.1987,0.001216,0.048995657,0.0202
8/22/2018,100.0272183,0.012308,38.9356695,1.57794,0.1989,0.001216,0.048992923,0.02
8/23/2018,101.365894,0.012306,39.48408,1.5921,0.2,0.001227,0.049530905,0.0202
8/24/2018,101.3507982,0.012398,39.803078,1.58578,0.2003,0.001224,0.048847046,0.0204
8/27/2018,102.0541423,0.012274,40.986912,1.58864,0.1998,0.001226,0.048700857,0.0202
8/28/2018,101.9760153,0.012253,41.15446175,1.59359,0.2,0.001229,0.048650859,0.0201
8/29/2018,104.4863904,0.012255,42.279864,1.60151,0.201,0.001232,0.048693749,0.0201
8/30/2018,105.7001239,0.012249,42.099732,1.60686,0.201,0.001234,0.04874019,0.0202
8/31/2018,106.635137,0.012403,41.75371125,1.61367,0.2031,0.001247,0.049380999,0.0206
9/4/2018,106.9796601,0.012519,43.115977,1.61332,0.2037,0.001246,0.049038729,0.0204
9/5/2018,105.6026693,0.012501,43.982128,1.61699,0.2037,0.001241,0.04907549,0.0204
9/7/2018,106.8101871,0.012465,46.002066,1.62408,0.2041,0.001244,0.049810046,0.0201
